"Species","Genus","Allergen.name","Allergen.genus.name","Allergen.family","Databases","Manual.reference","Alternative.molecule.names","Matched.species.names","Match.types"
"Festuca_rubra_agg.","Festuca","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens","","Bra di 4;Fes e 4;Fes p 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1b"
"Festuca_rubra_agg.","Festuca","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Fes p 5;Fes r 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_rubra_agg.","Festuca","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1b"
"Holcus_lanatus","Holcus","Hol_l_2","Holcus_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Hol l 2","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","1"
"Holcus_lanatus","Holcus","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Hol l 1","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","1b"
"Holcus_lanatus","Holcus","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Holcus_lanatus","Holcus","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Hol l 4","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass","1b"
"Holcus_lanatus","Holcus","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Hol l 5","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","1b"
"Holcus_lanatus","Holcus","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Holcus_mollis","Holcus","Hol_l_2","Holcus_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Hol l 2","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","3"
"Holcus_mollis","Holcus","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Hol l 1","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","1b"
"Holcus_mollis","Holcus","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Holcus_mollis","Holcus","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Hol l 4","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass","1b"
"Holcus_mollis","Holcus","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Hol l 5","Grasses;_Holcus_lanatus;_Plants;_Poaceae;_Velvet_Grass;Holcus_lanatus","1b"
"Holcus_mollis","Holcus","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_macrantha","Koeleria","Poe_1","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_macrantha","Koeleria","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_macrantha","Koeleria","Poe_4","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_macrantha","Koeleria","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_macrantha","Koeleria","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_pyramidata","Koeleria","Poe_1","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_pyramidata","Koeleria","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_pyramidata","Koeleria","Poe_4","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_pyramidata","Koeleria","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Koeleria_pyramidata","Koeleria","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Lolium_multiflorum","Lolium","Fes_e_13","Lolium_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Lolium_multiflorum","Lolium","Lol_m_2","Lolium_2","AF093: Expansin and expansin-like","AllergomeData","","Lol m 2","Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae","1"
"Lolium_multiflorum","Lolium","Lol_p_10","Lolium_10","AF006: Cytochrome c","AllergomeData","http://www.meduniwien.ac.at/allfam/details.php?family=AF006#ref69","Lol p 10","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","3"
"Lolium_multiflorum","Lolium","Lol_p_11","Lolium_11","AF087: Ole e 1 family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Lol p 11;Lol p 11.0101","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","3"
"Lolium_multiflorum","Lolium","Lol_p_13","Lolium_13","AF057: Polygalacturonase","AllergomeData","","Lol p 13","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","3"
"Lolium_multiflorum","Lolium","Lol_p_2","Lolium_2","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Lol p 2","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","3"
"Lolium_multiflorum","Lolium","Lol_p_3","Lolium_3","AF093: Expansin and expansin-like","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Lol p 3;Lol p 3.0101","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","3"
"Lolium_multiflorum","Lolium","Lol_p_CyP","Lolium_CyP","AF038: Cyclophilin","AllergomeData","allergome","Lol p CyP","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","3"
"Lolium_multiflorum","Lolium","Lol_p_FT","Lolium_FT","AF052: Glycoside hydrolase family 32","AllergomeData","Allergome; https://www.uniprot.org/uniprot/Q8S3M4","Lol p FT","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","3"
"Lolium_multiflorum","Lolium","Lol_p_Legumin","Lolium_Legumin","AF045: Cupin","AllergomeData","Allergome; AllFam","Lol p Legumin","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","3"
"Lolium_multiflorum","Lolium","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Lol p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_multiflorum","Lolium","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Lol p 12","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1b"
"Lolium_multiflorum","Lolium","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Fes e 4;Lol p 4;Lol p 4.0101","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_multiflorum","Lolium","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Lol m 5;Lol p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_multiflorum","Lolium","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Lol p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1b"
"Lolium_perenne","Lolium","Fes_e_13","Lolium_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Lolium_perenne","Lolium","Lol_m_2","Lolium_2","AF093: Expansin and expansin-like","AllergomeData","","Lol m 2","Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae","3"
"Lolium_perenne","Lolium","Lol_p_10","Lolium_10","AF006: Cytochrome c","AllergomeData","http://www.meduniwien.ac.at/allfam/details.php?family=AF006#ref69","Lol p 10","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1"
"Lolium_perenne","Lolium","Lol_p_11","Lolium_11","AF087: Ole e 1 family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Lol p 11;Lol p 11.0101","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1"
"Lolium_perenne","Lolium","Lol_p_13","Lolium_13","AF057: Polygalacturonase","AllergomeData","","Lol p 13","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1"
"Lolium_perenne","Lolium","Lol_p_2","Lolium_2","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Lol p 2","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1"
"Lolium_perenne","Lolium","Lol_p_3","Lolium_3","AF093: Expansin and expansin-like","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Lol p 3;Lol p 3.0101","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1"
"Lolium_perenne","Lolium","Lol_p_CyP","Lolium_CyP","AF038: Cyclophilin","AllergomeData","allergome","Lol p CyP","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1"
"Lolium_perenne","Lolium","Lol_p_FT","Lolium_FT","AF052: Glycoside hydrolase family 32","AllergomeData","Allergome; https://www.uniprot.org/uniprot/Q8S3M4","Lol p FT","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1"
"Lolium_perenne","Lolium","Lol_p_Legumin","Lolium_Legumin","AF045: Cupin","AllergomeData","Allergome; AllFam","Lol p Legumin","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1"
"Lolium_perenne","Lolium","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Lol p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_perenne","Lolium","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Lol p 12","Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1b"
"Lolium_perenne","Lolium","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Fes e 4;Lol p 4;Lol p 4.0101","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_perenne","Lolium","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Lol m 5;Lol p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Italian_Ryegrass;_Lolium_italicum;_Lolium_multiflorum;_Plants;_Poaceae;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass;Lolium_perenne","1b"
"Lolium_perenne","Lolium","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Lol p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_Lolium_perenne;_Plants;_Poaceae;_Rye_grass","1b"
"Plantago_arenaria","Plantago","Pla_l_1","Plantago_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Pla l 1","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","3"
"Plantago_arenaria","Plantago","Pla_l_2","Plantago_2","AF051: Profilin","AllergomeData;IUISallergens","","Pla l 2","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","3"
"Plantago_arenaria","Plantago","Pla_l_22","Plantago_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_4","Plantago_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_AHC","Plantago_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_ATPS","Plantago_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_Cytochrome_C","Plantago_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_FPA","Plantago_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_MDH","Plantago_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_PGK","Plantago_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_l_TPI","Plantago_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_arenaria","Plantago","Pla_ma_2","Plantago_2","AF051: Profilin","AllergomeData","","Pla ma 2","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","3"
"Plantago_lanceolata","Plantago","Pla_l_1","Plantago_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Pla l 1","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","1"
"Plantago_lanceolata","Plantago","Pla_l_2","Plantago_2","AF051: Profilin","AllergomeData;IUISallergens","","Pla l 2","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","1"
"Plantago_lanceolata","Plantago","Pla_l_22","Plantago_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_4","Plantago_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_AHC","Plantago_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_ATPS","Plantago_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_Cytochrome_C","Plantago_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_FPA","Plantago_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_MDH","Plantago_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_PGK","Plantago_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_l_TPI","Plantago_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","1"
"Plantago_lanceolata","Plantago","Pla_ma_2","Plantago_2","AF051: Profilin","AllergomeData","","Pla ma 2","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","3"
"Plantago_major","Plantago","Pla_l_1","Plantago_1","AF087: Ole e 1 family","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Pla l 1","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","3"
"Plantago_major","Plantago","Pla_l_2","Plantago_2","AF051: Profilin","AllergomeData;IUISallergens","","Pla l 2","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort;Plantago_lanceolata","3"
"Plantago_major","Plantago","Pla_l_22","Plantago_22","AF031: Enolase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11848","Pla l 22","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_4","Plantago_4","AF007: EF hand family","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11841","Pla l 4","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_AHC","Plantago_AHC","Adenosylhomocysteinases","AllergomeData","Allergome; Gadermaier 2014","Pla l AHC","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_ATPS","Plantago_ATPS","ATP synthase","AllergomeData","Allergome; Gadermaier 2014","Pla l ATPS","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_Cytochrome_C","Plantago_C","AF006: Cytochrome c","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=2438","Pla l Cytochrome C","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_FPA","Plantago_FPA","AF197: Fructose bisphosphate aldolase class I","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11844","Pla l FPA","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_MDH","Plantago_MDH","AF014: Lactate/malate dehydrogenase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11843","Pla l MDH","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
