"Species","Genus","Allergen.name","Allergen.genus.name","Allergen.family","Databases","Manual.reference","Alternative.molecule.names","Matched.species.names","Match.types"
"Bromus_inermis","Bromus","Bro_1","Bro_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Bro a 1;Bro i 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_inermis","Bromus","Bro_12","Bro_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Bromus_inermis","Bromus","Bro_4","Bro_4","AF099: Berberine bridge enzyme","AllergomeData","","Bra di 4;Fes e 4;Bro a 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae","1b"
"Bromus_inermis","Bromus","Bro_5","Bro_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Bro i 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_inermis","Bromus","Bro_7","Bro_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7;Bro i 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_inermis","Bromus","Fes_e_13","Bromus_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Bromus_sterilis","Bromus","Bra_di_11","Bromus_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_sterilis","Bromus","Bra_di_13","Bromus_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_sterilis","Bromus","Bra_di_2","Bromus_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_sterilis","Bromus","Bro_1","Bro_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Bro a 1;Bro i 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_sterilis","Bromus","Bro_12","Bro_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Bromus_sterilis","Bromus","Bro_4","Bro_4","AF099: Berberine bridge enzyme","AllergomeData","","Bra di 4;Fes e 4;Bro a 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae","1b"
"Bromus_sterilis","Bromus","Bro_5","Bro_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Bro i 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_sterilis","Bromus","Bro_7","Bro_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7;Bro i 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_sterilis","Bromus","Fes_e_13","Bromus_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Bromus_tectorum","Bromus","Bra_di_11","Bromus_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_tectorum","Bromus","Bra_di_13","Bromus_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_tectorum","Bromus","Bra_di_2","Bromus_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Bromus_tectorum","Bromus","Bro_1","Bro_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Bro a 1;Bro i 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_tectorum","Bromus","Bro_12","Bro_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Bromus_tectorum","Bromus","Bro_4","Bro_4","AF099: Berberine bridge enzyme","AllergomeData","","Bra di 4;Fes e 4;Bro a 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_arvensis;_Field_Brome;_Grasses;_Plants;_Poaceae","1b"
"Bromus_tectorum","Bromus","Bro_5","Bro_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Bro i 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_tectorum","Bromus","Bro_7","Bro_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7;Bro i 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Bromus_inermis;_Grasses;_Plants;_Poaceae;_Smooth_Brome_Grass","1b"
"Bromus_tectorum","Bromus","Fes_e_13","Bromus_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Calamagrostis_epigejos","Calamagrostis","Poe_1","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Calamagrostis_epigejos","Calamagrostis","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Calamagrostis_epigejos","Calamagrostis","Poe_4","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Calamagrostis_epigejos","Calamagrostis","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Calamagrostis_epigejos","Calamagrostis","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Chenopodium_album","Chenopodium","Che_a_1","Chenopodium_1","AF087: Ole e 1 family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Che a 1;Che a 1.0101","Amaranthaceae;_Chenopodium_album;_Goosefoot;_Lamb's-quarters;_Plants;Chenopodium_album","1"
"Chenopodium_album","Chenopodium","Che_a_2","Chenopodium_2","AF051: Profilin","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Che a 2","Amaranthaceae;_Chenopodium_album;_Goosefoot;_Lamb's-quarters;_Plants;Chenopodium_album","1"
"Chenopodium_album","Chenopodium","Che_a_3","Chenopodium_3","AF007: EF hand family","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Che a 3;Che a 3.0101","Amaranthaceae;_Chenopodium_album;_Goosefoot;_Lamb's-quarters;_Plants;Chenopodium_album","1"
"Corynephorus_canescens","Corynephorus","Poe_1","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Corynephorus_canescens","Corynephorus","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Corynephorus_canescens","Corynephorus","Poe_4","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Corynephorus_canescens","Corynephorus","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Corynephorus_canescens","Corynephorus","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Dactylis_glomerata","Dactylis","Dac_g_13","Dactylis_13","AF057: Polygalacturonase","AllergomeData","","Dac g 13","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae","1"
"Dactylis_glomerata","Dactylis","Dac_g_2","Dactylis_2","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Dac g 2","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae;Dactylis_glomerata","1"
"Dactylis_glomerata","Dactylis","Dac_g_3","Dactylis_3","AF093: Expansin and expansin-like","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Dac g 3;Dac g 3.0101","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae;Dactylis_glomerata","1"
"Dactylis_glomerata","Dactylis","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Dac g 1","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae;Dactylis_glomerata","1b"
"Dactylis_glomerata","Dactylis","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Dac g 12","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae","1b"
"Dactylis_glomerata","Dactylis","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens;SDAPallergen;AllergenOnline","","Dac g 4;Dac g 4.0101","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae;Dactylis_glomerata","1b"
"Dactylis_glomerata","Dactylis","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Dac g 5","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae;Dactylis_glomerata","1b"
"Dactylis_glomerata","Dactylis","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Dac g 7","Cocksfoot_Grass;_Dactylis_glomerata;_Grasses;_Orchard_Grass;_Plants;_Poaceae","1b"
"Danthonia_decumbens","Danthonia","Dan_1","Dan_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Danthonia_decumbens","Danthonia","Dan_12","Dan_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Danthonia_decumbens","Danthonia","Dan_4","Dan_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Danthonia_decumbens","Danthonia","Dan_7","Dan_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Deschampsia_flexuosa","Deschampsia","Poe_1","Poe_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Deschampsia_flexuosa","Deschampsia","Poe_12","Poe_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Deschampsia_flexuosa","Deschampsia","Poe_4","Poe_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Deschampsia_flexuosa","Deschampsia","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Deschampsia_flexuosa","Deschampsia","Poe_7","Poe_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_ischaemum","Digitaria","Pan_1","Pan_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_ischaemum","Digitaria","Pan_12","Pan_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_ischaemum","Digitaria","Pan_4","Pan_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_ischaemum","Digitaria","Pan_7","Pan_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_sanguinalis","Digitaria","Pan_1","Pan_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_sanguinalis","Digitaria","Pan_12","Pan_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_sanguinalis","Digitaria","Pan_4","Pan_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Digitaria_sanguinalis","Digitaria","Pan_7","Pan_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Echium_vulgare","Echium","Ech_p_Cytochrome_C","Echium_C","AF006: Cytochrome c","AllergomeData","Allergome","Ech p Cytochrome C","Boraginaceae;_Echium_lycopsis;_Echium_plantagineum;_Paterson's_Curse;_Plants;_Salvation_Jane","3"
"Elymus_repens","Elymus","Tri_1","Tri_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Elymus_repens","Elymus","Tri_12","Tri_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Elymus_repens","Elymus","Tri_4","Tri_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Elymus_repens","Elymus","Tri_5","Tri_5","AF102: Group 5/6 grass pollen allergen","allergen added based on Grass taxonomy","","","","1b"
"Elymus_repens","Elymus","Tri_7","Tri_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Eragrostis_minor","Eragrostis","Era_1","Era_1","AF093: Expansin and expansin-like","allergen added based on Grass taxonomy","","","","1b"
"Eragrostis_minor","Eragrostis","Era_12","Era_12","AF051: Profilin","allergen added based on Grass taxonomy","","","","1b"
"Eragrostis_minor","Eragrostis","Era_4","Era_4","AF099: Berberine bridge enzyme","allergen added based on Grass taxonomy","","","","1b"
"Eragrostis_minor","Eragrostis","Era_7","Era_7","AF007: EF hand family","allergen added based on Grass taxonomy","","","","1b"
"Festuca_arundinacea","Festuca","Bra_di_11","Festuca_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_arundinacea","Festuca","Bra_di_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_arundinacea","Festuca","Bra_di_2","Festuca_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_arundinacea","Festuca","Fes_e_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1"
"Festuca_arundinacea","Festuca","Fes_p_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes p 13","Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","3"
